serial	QnrVersion	RespSx2cat	RespAgeE	MarStat6	REconFW01	REconFW02	REconFW03	REconFW04	REconFW05	REconFW06	REconFW07	REconFW08	REconFW09	REconFW10	REconFW11	EMPSTAT	Employ	Superv	EmpOCC	TenureE	SupParty	ClosePty	PARTYFW	Idstrng	RemLea	RemLeaCl	RemLeaSt	Politics	ConLabDf	VoteDuty	SocTrust	EngParl	ScotPar2	ECPolicy2	Spend1	Spend2	SocBen1	SOCBEN2	DOLE	TAXSPEND	WkMent	WkPhys	HProbRsp	PhsRetn	PhsRecov	MntRetn	MntRecov	HCWork21	HCWork22	HCWork23	HCWork24	HCWork25	HCWork26	HCWork28	HCWork29	HCWork213	HCWork214	HCWork215	HCWork27	CMtUnmar1	CMtUnmar2	CMtUnmar3	CMtUnmar4	CMtUnmar5	CMtUnmar6	CMtUnmar7	CMtUnmar8	CMtUnmar9	CMtUnmar10	CMtmar1	CMtmar2	CMtmar3	CMtmar4	CMtmar5	CMtmar6	CMtmar7	CMtmar8	CMtmar9	CMtmar10	ChCoSupp	ChMIncM	ChMIncF	ChMCont	RBGaran2	RBGGov	DigPCUn	DigPCctl	DigPCcon	DigPCrsk	DigGVun	DigGVctl	DigGVcon	DigGVrsk	DigPro	NHSSat	WkHmNow	WkHmJan	CovWkc	CovNoWkc	CovWkr1	CovWkr2	CovWkr3	CovWkr4	CovWkr5	CovWkr6	CovWk1	CovWk2	CovWk3	GovtWork	GovTrust	CLRTRUST	MPsTrust	LoseTch	VoteIntr	PtyNMat2	PolPart01	PolPart02	PolPart03	PolPart04	PolPart05	PolPart06	PolPart07	PolPart08	PolPart09	PolPart10	PolPart11	REFHANG	RefSyst	UnempJob	SocHelp	DoleFidl	WelfFeet	welfhelp	morewelf	damlives	proudwlf	Redistrb	BigBusnN	Wealth	RichLaw	Indust4	TradVals	StifSent	DeathApp	Obey	WrongLaw	Censor	NatIdGB	ChAttend	DisNew2	DisAct	HEdQual2	HhldEdu	EURefV2	EUVOTWHO	EURefb	Voted	Vote	Anybn3	HHincome	Maininc5	REarn	HIncDif4	RetExp	RetExpb	FutrWrk	PenKnow2	PenExp2	PenComp	PenIntr	INFORET3	WkPKnw	WKPSav	WkPSpn	WPSvUs	WPSvWw	WPSvEas	PrPKnw	PrPSav	PrPSpn	PrPSvUs	PrPSvWW	PrPSvEas	NCOutcome	Ragecat	Ragecat20	DisActDV	leftrigh	libauth	welfare2	libauth2	leftrig2	welfgrp	REconAct20	REconSum20	RaceOri4	LegMarStE	HhlAdGpd	HhlChlGpd	BestNatU2	RetirAg3	ReligSum20	RlFamSum20	EmplStatDV	RClassGP	serialh	GOR	gor2	BSA20_wt_new
3211015331	1	2	80	6	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	1	2	2	1	3	-1	-1	-1	3	-1	-1	1	-1	-1	-1	98	-1	1	2	1	3	2	2	3	2	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	5	3	-1	3	3	2	2	-1	-1	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	4	3	3	3	3	2	3	2	3	1	3	3	1	1	3	3	2	3	-1	2	-1	6	1	-1	-1	-1	1	1	1	1	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	8	3	2.4	3.83333333333333	2.75	3	1	2	9	6	3	5	1	0	1	65	5	3	6	1	321101533	6	6	.878655929189179
3211015411	1	1	30	3	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	6	2	1	6	3	-1	-1	-1	4	-1	-1	1	-1	-1	-1	1	3	2	1	1	3	2	3	2	2	3	2	3	1	1	1	1	1	1	0	0	0	1	0	0	1	1	2	1	3	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	8	3	-1	2	3	1	2	-1	-1	-1	-1	1	4	1	3	-1	3	0	0	0	1	0	0	5	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	4	4	3	3	2	4	2	1	3	1	3	3	4	3	4	3	4	4	-1	2	-1	1	-1	-1	-1	-1	1	6	2	4	1	3	2	4	-1	2	3	200	1	2	1	3	1	5	1	1	1	-1	-1	-1	-1	-1	-1	1	2	2	3	2	2.5	2.75	1	1	2	3	2	3	6	1	0	3	-1	5	5	7	1	321101541	6	6	.211702727228891
3211015551	1	2	41	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	3	5	2	1	2	3	-1	-1	-1	3	-1	-1	2	-1	-1	-1	4	3	1	2	1	3	1	1	2	1	3	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	3	3	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	2	1	1	1	3	2	2	-1	-1	-1	-1	2	3	2	3	1	-1	0	0	0	0	1	0	4	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3	3	2	2	1	1	2	2	2	2	2	2	1	1	1	3	1	3	3	2	-1	1	-1	-1	-1	-1	1	2	1	2	1	3	4	3	60	2	3	130	1	1	2	3	1	3	2	2	3	-1	-1	-1	-1	-1	-1	1	3	3	3	2	4.5	2.375	3	1	1	3	2	2	1	2	4	1	-1	4	4	4	1	321101555	6	6	.762557997864784
3211015621	1	2	48	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	3	1	2	1	6	3	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	4	3	4	1	3	5	5	2	2	4	2	5	1	1	1	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	6	1	1	2	4	1	2	-1	-1	-1	-1	2	4	1	3	-1	1	0	0	0	0	1	0	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	5	3	2	1	1	3	1	1	1	2	3	3	5	3	4	4	6	-1	1	2	1	-1	-1	-1	-1	1	99	2	9	1	9	2	3	67	2	1	130	3	2	1	2	1	3	1	1	1	-1	-1	-1	-1	-1	-1	1	4	4	2	1.6	2.33333333333333	1.375	1	1	1	3	2	3	1	3	2	3	-1	6	5	4	1	321101562	6	6	1.01082185213689
3211015622	1	1	47	1	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	1	1	-1	3	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	11	-1	3	2	1	3	1	2	1	2	3	2	3	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	3	1	1	1	2	3	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	2	3	1	1	2	2	2	2	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	5	5	5	1	1	1	1	3	2	2	4	4	4	5	2	3	3	5	-1	2	-1	3	1	-1	-1	-1	1	2	2	3	1	1	2	3	65	2	2	50	1	3	3	3	2	5	1	3	1	-1	-1	-1	-1	-1	-1	1	4	4	3	2.4	2.5	1.125	1	1	1	3	2	3	1	3	2	1	-1	5	1	7	2	321101562	6	6	1.01974128880459
3211015671	1	2	30	3	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	6	3	-1	-1	-1	1	-1	-1	2	-1	-1	-1	3	1	4	3	1	3	2	3	2	2	4	2	4	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	3	1	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	5	4	-1	1	4	1	2	-1	-1	-1	-1	2	2	2	3	2	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	4	4	4	2	2	2	2	2	3	1	2	3	3	5	3	2	3	2	3	2	-1	1	-1	-1	-1	-1	1	6	2	4	1	4	2	2	-1	1	1	70	3	3	2	1	1	4	1	1	1	-1	-1	-1	-1	-1	-1	1	2	2	3	2	2.83333333333333	2.125	2	1	1	3	2	3	6	2	0	2	-1	4	4	6	1	321101567	7	7	1.36665202567292
3211015721	1	2	33	3	0	0	1	0	0	0	0	0	0	0	0	1	2	1	3	2	1	-1	2	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	10	1	4	3	1	3	2	2	1	1	4	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	-1	4	3	-1	2	2	3	1	-1	-1	-1	-1	1	3	1	2	-1	3	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	4	4	4	2	2	3	2	1	2	2	5	3	4	5	4	2	3	3	-1	2	-1	1	-1	-1	-1	-1	1	2	2	4	1	4	2	3	65	2	1	180	4	2	7	2	1	4	1	1	1	-1	-1	-1	-1	-1	-1	1	2	2	3	2.4	2.5	2	1	1	1	3	2	3	6	2	0	1	-1	5	3	4	1	321101572	7	7	1.35379596886455
3211015741	1	2	55	1	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	1	2	1	-1	2	1	-1	-1	-1	2	-1	-1	1	-1	-1	-1	3	5	2	5	1	1	2	2	1	3	4	3	4	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	3	2	-1	2	3	2	2	-1	-1	-1	-1	2	2	2	2	2	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	5	4	5	2	2	1	1	1	1	1	2	4	3	5	4	3	3	4	4	1	2	1	-1	-1	-1	-1	1	2	1	9	1	9	2	-1	-1	-1	2	150	3	2	3	-1	-1	-1	-1	-1	-1	3	3	3	3	3	2	1	5	5	2	1.2	2.33333333333333	1.625	1	1	1	3	2	3	1	2	1	1	-1	4	1	3	1	321101574	7	7	.76872334296121
3211015742	1	1	42	1	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	1	2	1	-1	2	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	3	1	4	5	3	8	2	2	1	1	3	1	3	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	2	-1	3	3	1	8	-1	-1	-1	-1	2	2	2	3	2	-1	1	0	0	0	1	0	4	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	5	2	1	1	2	1	2	1	3	5	3	4	5	4	2	4	7	2	-1	1	-1	-1	-1	-1	1	2	1	4	1	3	2	-1	-1	-1	3	80	3	2	3	-1	-1	-1	-1	-1	-1	3	2	3	4	1	2	1	3	3	3	1.8	2.16666666666667	1.625	1	1	1	3	2	4	1	2	1	3	-1	4	2	3	1	321101574	7	7	.785824147279035
3211015751	1	2	55	7	0	0	0	0	0	0	1	0	0	0	0	1	2	1	7	8	2	2	2	3	-1	-1	-1	2	-1	-1	1	-1	-1	-1	4	7	1	3	1	3	1	1	3	3	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	3	3	2	1	1	3	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	3	3	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	5	5	5	5	1	1	1	1	2	1	2	1	1	3	2	1	3	1	3	-1	1	2	4	2	-1	-1	-1	1	1	1	1	5	-1	5	-1	-1	-1	3	150	2	1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	5	2	1.4	4.16666666666667	1.25	3	1	1	7	5	3	6	1	0	2	-1	2	5	6	1	321101575	7	7	.740363678009406
3211015821	1	2	38	1	0	0	1	0	0	0	0	0	0	0	0	1	3	2	7	6	2	1	2	3	-1	-1	-1	2	-1	-1	1	-1	-1	-1	3	1	2	4	1	3	2	2	1	2	3	2	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	3	1	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	2	-1	2	2	2	2	-1	-1	-1	-1	1	2	1	2	-1	3	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	4	4	4	2	2	2	3	2	2	1	4	4	3	4	4	4	4	5	-1	2	-1	1	-1	-1	-1	-1	1	2	2	4	1	4	1	3	65	1	1	170	5	2	1	1	1	5	1	1	1	-1	-1	-1	-1	-1	-1	1	3	3	3	2.4	2.16666666666667	2.25	1	1	1	3	2	3	1	2	0	1	-1	5	5	7	1	321101582	7	7	1.1083216691664
3211015891	1	2	21	7	1	0	0	0	0	0	1	0	0	0	0	4	-1	-1	-1	6	2	2	2	2	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	4	3	2	1	1	2	3	2	2	5	2	2	1	1	0	1	1	1	0	0	0	0	0	0	2	1	1	1	1	2	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	-1	5	3	-1	2	2	2	2	-1	-1	-1	-1	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	3	4	4	4	2	2	1	1	1	1	2	2	3	2	2	4	4	1	4	2	-1	3	2	-1	-1	-1	3	-1	2	1	99	-1	4	-1	-1	-1	2	9998	3	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1.2	3.16666666666667	2.5	2	1	1	1	1	2	6	3	1	3	-1	2	4	-1	6	321101589	7	7	4.56414319062066
3211015892	1	1	46	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	6	6	2	2	2	2	-1	-1	-1	3	-1	-1	2	-1	-1	-1	3	4	3	2	1	1	2	3	2	2	5	2	2	1	1	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	1	1	2	1	1	1	1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	3	2	3	2	2	5	3	3	1	-1	0	0	0	0	0	1	4	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3	4	3	4	2	3	2	1	2	2	2	3	3	2	4	4	4	1	3	2	-1	4	2	-1	-1	-1	3	-1	1	1	1	1	4	2	998	2	2	9998	3	2	3	3	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	4	3	1.8	2.66666666666667	2.75	2	1	2	3	2	2	1	3	1	3	-1	4	4	6	4	321101589	7	7	1.87157077970618
3211015931	1	1	35	7	0	0	1	0	0	0	0	0	0	0	0	1	3	2	8	3	2	2	10	-1	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	1	3	5	1	3	1	2	1	3	5	3	3	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	2	-1	1	1	3	1	-1	-1	-1	-1	2	2	2	3	3	-1	0	0	0	0	1	0	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	2	2	3	2	4	4	5	4	5	2	3	2	4	4	7	-1	2	-1	1	-1	-1	-1	-1	2	-1	2	3	1	4	4	3	65	2	2	150	4	2	1	2	1	4	1	1	2	-1	-1	-1	-1	-1	-1	1	3	3	3	3.8	2.66666666666667	2.125	2	3	1	3	2	3	6	1	0	3	-1	5	5	7	1	321101593	7	7	.708952909387049
3211015991	1	1	47	3	0	0	0	0	0	0	0	0	0	1	0	2	1	1	8	2	1	-1	1	2	-1	-1	-1	3	-1	-1	2	-1	-1	-1	1	7	2	4	2	2	2	2	1	2	2	1	2	1	1	1	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	3	4	2	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	4	2	3	4	3	3	5	4	4	3	3	3	2	3	3	3	2	4	4	2	-1	1	-1	-1	-1	-1	1	1	1	3	1	-1	2	-1	-1	-1	2	150	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	4	3	3.8	3.33333333333333	3.125	2	3	2	10	7	3	6	2	1	1	-1	3	3	2	1	321101599	7	7	.697865995166959
3211016211	1	2	26	7	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	6	2	1	3	3	-1	-1	-1	2	-1	-1	2	-1	-1	-1	4	1	4	3	1	3	2	2	2	2	3	2	3	1	0	0	1	1	1	0	0	0	0	0	0	1	1	2	3	1	1	1	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	5	1	8	3	3	2	1	-1	-1	-1	-1	2	2	1	3	-1	1	0	0	0	0	1	0	3	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	5	4	3	1	1	1	2	1	1	2	5	3	5	4	5	5	2	-1	2	-1	1	-1	-1	-1	-1	1	3	2	3	1	4	1	3	69	2	3	140	2	2	6	3	1	3	1	3	1	-1	-1	-1	-1	-1	-1	1	2	2	3	1.4	1.5	1.375	1	1	1	3	2	3	6	2	0	2	-1	5	5	7	1	321101621	7	7	2.02812231849631
3211016381	1	2	48	7	0	0	1	0	0	0	0	0	0	0	0	1	1	2	3	10	2	1	3	3	-1	-1	-1	5	-1	-1	2	-1	-1	-1	3	1	2	5	2	2	1	3	1	3	4	1	2	1	1	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	3	3	1	1	1	3	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	3	1	2	1	5	2	3	1	-1	0	0	0	1	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	3	2	5	5	4	4	5	2	2	2	3	4	5	5	1	3	5	7	2	2	-1	1	-1	-1	-1	-1	1	3	2	4	1	4	2	3	60	1	1	20	2	3	2	2	2	3	1	4	2	-1	-1	-1	-1	-1	-1	1	4	4	3	2.8	2.16666666666667	3.5	1	2	2	3	2	3	6	2	0	3	-1	2	2	5	1	321101638	7	7	1.14644583372418
3211016481	1	2	70	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	3	1	2	1	1	3	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	5	8	-1	8	3	1	2	1	1	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	3	3	2	1	1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	-1	5	1	2	2	2	2	2	-1	-1	-1	-1	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	4	3	2	3	2	2	2	2	2	2	4	2	2	4	2	2	4	3	-1	2	-1	3	2	-1	-1	-1	1	1	1	3	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	2.4	3.33333333333333	2.625	2	1	2	9	6	3	1	2	0	1	55	5	5	2	3	321101648	7	7	.953453904670249
3211016511	1	1	41	3	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	5	1	-1	2	2	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	4	5	1	1	3	1	2	2	2	3	2	3	1	1	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	2	1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	2	2	1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	5	2	2	4	2	1	1	1	1	1	1	3	4	4	4	4	2	7	2	-1	2	2	-1	-1	-1	2	-1	1	2	7	-1	4	-1	-1	-1	2	200	3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	3	3	1	2.66666666666667	2.5	2	1	1	1	1	1	6	2	1	9	-1	1	3	7	2	321101651	7	7	1.02740885879316
3211016562	1	1	24	2	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	10	2	2	10	-1	-1	-1	-1	4	-1	-1	1	-1	-1	-1	1	3	4	3	1	2	2	2	3	2	4	3	4	1	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	1	1	1	1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	2	2	3	1	1	3	1	3	-1	2	0	1	0	0	0	0	2	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	1	5	2	-1	1	-1	-1	-1	-1	3	-1	2	4	1	3	2	3	68	2	2	200	3	2	3	2	3	3	3	3	2	-1	-1	-1	-1	-1	-1	1	1	1	3	3.2	3	3	2	2	2	3	2	3	2	3	0	3	-1	2	2	7	1	321101656	7	7	1.14519857950382
3211016631	1	2	26	3	0	0	1	0	0	0	0	0	0	0	0	1	3	1	8	6	1	-1	1	2	-1	-1	-1	1	-1	-1	1	-1	-1	-1	3	6	4	3	1	3	1	1	2	2	2	2	3	1	0	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	3	3	2	1	1	3	3	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	2	2	2	2	4	3	3	3	-1	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	5	5	4	4	4	2	2	5	5	4	5	5	3	3	5	1	3	5	4	5	2	-1	1	-1	-1	-1	-1	1	3	2	4	1	4	2	4	-1	2	2	175	4	2	5	2	1	4	1	1	2	-1	-1	-1	-1	-1	-1	1	2	2	3	4.8	2.66666666666667	2.25	2	3	1	3	2	3	6	2	0	1	-1	2	2	6	1	321101663	7	7	1.39409766764711
3211016671	1	2	27	3	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	10	2	1	2	2	-1	-1	-1	1	-1	-1	1	-1	-1	-1	4	3	2	4	1	3	1	2	2	1	3	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	3	3	2	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	1	3	-1	2	3	1	2	-1	-1	-1	-1	2	2	1	2	-1	2	0	0	0	1	1	0	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	5	4	4	2	1	1	1	1	1	1	3	5	3	5	4	4	5	4	-1	2	-1	1	-1	-1	-1	-1	1	2	2	4	1	4	2	3	66	1	3	200	2	2	6	3	2	4	2	2	1	-1	-1	-1	-1	-1	-1	1	2	2	3	1.4	1.66666666666667	1.5	1	1	1	3	2	3	6	2	0	3	-1	5	1	7	1	321101667	7	7	1.39409766764711
3211016672	1	1	28	3	0	0	1	0	0	0	0	0	0	0	0	1	3	2	3	10	1	-1	2	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	8	3	2	5	1	3	1	2	1	3	3	3	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	1	1	1	1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	3	2	2	2	2	2	1	3	-1	2	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	5	5	5	2	5	1	2	3	3	2	4	4	4	5	3	3	4	4	-1	2	-1	1	-1	-1	-1	-1	1	2	2	4	1	4	2	3	65	2	2	100	2	1	2	2	1	4	2	1	2	-1	-1	-1	-1	-1	-1	1	2	2	3	2.8	2.16666666666667	1.75	1	2	1	3	2	3	6	2	0	1	-1	5	2	4	1	321101667	7	7	.663026506167382
3211016691	1	2	31	7	0	0	1	0	0	0	0	0	0	0	0	1	3	1	8	10	2	1	6	3	-1	-1	-1	1	-1	-1	2	-1	-1	-1	1	5	2	3	2	3	2	2	2	2	4	2	2	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	3	3	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	3	3	-1	2	3	1	1	-1	-1	-1	-1	1	1	1	2	-1	2	0	0	0	0	1	0	3	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	5	4	4	2	2	1	1	1	2	1	2	4	4	5	1	5	5	3	-1	2	-1	1	-1	-1	-1	-1	1	1	2	3	1	3	3	4	-1	1	3	70	3	2	3	2	1	5	1	1	1	-1	-1	-1	-1	-1	-1	1	2	2	3	1.4	2	1.75	1	1	1	3	2	3	6	2	0	3	-1	5	5	6	1	321101669	7	7	1.41010365572628
3211016791	1	1	63	3	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	4	2	2	6	3	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	1	3	1	1	3	2	2	1	1	3	1	3	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	3	1	1	1	1	3	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	4	4	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	5	5	4	4	1	1	1	1	1	1	1	3	1	4	2	4	2	2	1	1	2	4	2	-1	-1	-1	1	99	1	4	1	-1	5	-1	-1	-1	3	140	1	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	5	2	1	3.33333333333333	1.75	2	1	1	11	7	3	6	3	0	1	-1	1	2	7	2	321101679	7	7	1.61757825163941
