serial	QnrVersion	RespSx2cat	RespAgeE	MarStat6	REconFW01	REconFW02	REconFW03	REconFW04	REconFW05	REconFW06	REconFW07	REconFW08	REconFW09	REconFW10	REconFW11	EMPSTAT	Employ	Superv	EmpOCC	TenureE	SupParty	ClosePty	PARTYFW	Idstrng	RemLea	RemLeaCl	RemLeaSt	Politics	ConLabDf	VoteDuty	SocTrust	EngParl	ScotPar2	ECPolicy2	Spend1	Spend2	SocBen1	SOCBEN2	DOLE	TAXSPEND	WkMent	WkPhys	HProbRsp	PhsRetn	PhsRecov	MntRetn	MntRecov	HCWork21	HCWork22	HCWork23	HCWork24	HCWork25	HCWork26	HCWork28	HCWork29	HCWork213	HCWork214	HCWork215	HCWork27	CMtUnmar1	CMtUnmar2	CMtUnmar3	CMtUnmar4	CMtUnmar5	CMtUnmar6	CMtUnmar7	CMtUnmar8	CMtUnmar9	CMtUnmar10	CMtmar1	CMtmar2	CMtmar3	CMtmar4	CMtmar5	CMtmar6	CMtmar7	CMtmar8	CMtmar9	CMtmar10	ChCoSupp	ChMIncM	ChMIncF	ChMCont	RBGaran2	RBGGov	DigPCUn	DigPCctl	DigPCcon	DigPCrsk	DigGVun	DigGVctl	DigGVcon	DigGVrsk	DigPro	NHSSat	WkHmNow	WkHmJan	CovWkc	CovNoWkc	CovWkr1	CovWkr2	CovWkr3	CovWkr4	CovWkr5	CovWkr6	CovWk1	CovWk2	CovWk3	GovtWork	GovTrust	CLRTRUST	MPsTrust	LoseTch	VoteIntr	PtyNMat2	PolPart01	PolPart02	PolPart03	PolPart04	PolPart05	PolPart06	PolPart07	PolPart08	PolPart09	PolPart10	PolPart11	REFHANG	RefSyst	UnempJob	SocHelp	DoleFidl	WelfFeet	welfhelp	morewelf	damlives	proudwlf	Redistrb	BigBusnN	Wealth	RichLaw	Indust4	TradVals	StifSent	DeathApp	Obey	WrongLaw	Censor	NatIdGB	ChAttend	DisNew2	DisAct	HEdQual2	HhldEdu	EURefV2	EUVOTWHO	EURefb	Voted	Vote	Anybn3	HHincome	Maininc5	REarn	HIncDif4	RetExp	RetExpb	FutrWrk	PenKnow2	PenExp2	PenComp	PenIntr	INFORET3	WkPKnw	WKPSav	WkPSpn	WPSvUs	WPSvWw	WPSvEas	PrPKnw	PrPSav	PrPSpn	PrPSvUs	PrPSvWW	PrPSvEas	NCOutcome	Ragecat	Ragecat20	DisActDV	leftrigh	libauth	welfare2	libauth2	leftrig2	welfgrp	REconAct20	REconSum20	RaceOri4	LegMarStE	HhlAdGpd	HhlChlGpd	BestNatU2	RetirAg3	ReligSum20	RlFamSum20	EmplStatDV	RClassGP	serialh	GOR	gor2	BSA20_wt_new
3211000021	1	2	70	5	0	0	0	0	0	0	0	0	1	0	0	1	2	1	3	10	1	-1	1	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	2	2	1	1	1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	2	-1	2	2	2	1	-1	-1	-1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	4	4	2	2	1	3	4	3	5	4	3	3	2	3	4	3	5	7	2	-1	2	2	-1	-1	-1	2	-1	1	2	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	3.8	3	2	2	3	1	9	6	3	4	1	0	1	65	3	1	4	1	321100002	1	1	.709985873309713
3211000141	1	2	66	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	1	1	-1	2	3	-1	-1	-1	3	-1	-1	1	-1	-1	-1	1	3	2	5	1	2	2	2	1	1	3	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	3	3	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	4	2	-1	2	3	3	1	-1	-1	-1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	4	4	3	1	2	4	3	3	4	4	4	3	2	2	3	2	6	-1	2	-1	1	-1	-1	-1	-1	1	2	2	3	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	3.6	3.33333333333333	2.375	2	3	1	9	6	3	1	2	0	3	58	5	2	6	1	321100014	1	1	.314587079479531
3211000142	1	1	64	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	1	-1	2	3	-1	-1	-1	3	-1	-1	1	-1	-1	-1	3	1	2	3	1	2	2	2	1	1	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	3	3	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	2	3	-1	3	3	3	8	-1	-1	-1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	4	3	3	1	1	3	3	2	3	3	3	3	3	2	2	2	1	-1	2	-1	2	1	-1	-1	-1	1	2	2	3	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	5	3	2.8	3.5	2.125	2	2	1	9	6	3	1	2	0	1	54	5	1	7	1	321100014	1	1	.564961776359435
3211000401	1	2	43	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	3	1	2	2	2	3	-1	-1	-1	2	-1	-1	2	-1	-1	-1	7	3	1	2	2	2	2	2	2	2	3	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	1	1	1	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	2	4	1	2	2	1	2	-1	1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	1	2	4	3	3	4	2	2	2	3	2	1	2	1	2	2	3	7	2	-1	4	2	-1	-1	-1	1	1	1	4	1	3	2	3	60	2	1	7000	4	2	2	2	1	4	1	1	1	-1	-1	-1	-1	-1	-1	1	3	3	3	2.6	4.33333333333333	3.625	3	2	3	3	2	3	1	2	1	1	-1	3	2	4	1	321100040	1	1	.935544559013938
3211000402	1	1	38	1	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	1	2	2	1	3	-1	-1	-1	3	-1	-1	2	-1	-1	-1	7	3	2	4	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	3	3	8	1	2	3	3	1	-1	0	0	0	0	0	1	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	2	3	3	3	3	2	4	2	3	3	4	4	3	3	3	4	2	3	-1	2	-1	3	2	-1	-1	-1	1	1	1	3	1	3	3	3	65	1	2	130	2	2	2	3	1	4	1	2	2	-1	-1	-1	-1	-1	-1	1	3	3	3	3.2	2.83333333333333	3	2	2	2	3	2	3	1	2	1	2	-1	5	3	7	2	321100040	1	1	.683079435327361
3211000421	1	2	77	1	0	0	0	0	0	0	0	0	1	0	0	3	-1	-1	1	9	1	-1	1	2	-1	-1	-1	2	-1	-1	2	-1	-1	-1	98	-1	1	4	2	3	2	2	2	2	2	2	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	3	1	8	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	8	-1	1	1	1	1	3	1	2	-1	-1	-1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	3	3	4	2	4	4	3	5	4	1	2	3	1	3	2	3	1	2	-1	1	-1	-1	-1	-1	1	1	1	9	1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	7	3	4	4	3.5	3	3	2	9	6	3	1	2	0	2	99	3	3	3	1	321100042	1	1	1.40069892790452
3211000441	1	2	62	7	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	4	1	1	-1	1	3	-1	-1	-1	3	-1	-1	2	-1	-1	-1	3	4	1	2	1	3	1	1	2	1	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	3	1	1	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	3	-1	3	3	1	2	-1	-1	-1	-1	2	1	3	3	1	-1	1	0	0	0	0	0	5	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	4	3	4	3	2	1	3	1	1	1	1	1	1	1	1	1	3	1	3	7	1	1	4	2	-1	-1	-1	1	1	1	2	1	2	5	-1	-1	-1	4	90	1	1	1	-1	-1	-1	-1	-1	-1	4	2	3	1	2	4	1	6	5	1	1	4.66666666666667	2.125	3	1	1	3	2	3	6	1	0	1	-1	3	1	3	3	321100044	1	1	.67889313750038
3211000461	1	2	35	9	0	0	0	0	0	0	1	0	0	0	0	1	2	2	5	5	1	-1	2	2	-1	-1	-1	3	-1	-1	2	-1	-1	-1	3	1	1	4	1	3	5	2	2	3	4	3	3	1	1	1	1	1	1	0	0	0	0	0	0	8	1	1	2	1	1	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	2	-1	2	3	2	2	-1	-1	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	5	5	4	2	1	4	2	1	1	1	3	2	2	2	3	4	4	3	7	1	1	2	2	-1	-1	-1	1	2	1	1	5	-1	4	-1	-1	-1	9	150	2	2	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	3	1	1.6	3.16666666666667	1.75	2	1	1	7	5	3	9	1	0	1	-1	2	2	7	5	321100046	1	1	.95716201906652
3211000651	1	1	80	6	0	0	0	0	0	0	0	0	1	0	0	1	1	1	7	1	2	1	1	3	-1	-1	-1	4	-1	-1	2	-1	-1	-1	3	2	1	4	2	2	1	1	1	2	2	3	4	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	-1	1	1	2	3	4	1	2	-1	-1	-1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	1	2	8	2	4	2	2	2	2	1	1	2	2	2	2	3	7	2	-1	6	2	-1	-1	-1	1	1	1	2	4	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	7	3	2.4	4.33333333333333	3.5	3	1	2	9	6	3	5	1	0	1	49	1	1	6	1	321100065	1	1	1.18332667599366
3211000661	1	1	74	1	0	0	0	0	0	0	0	0	1	0	0	1	3	1	3	1	2	2	1	3	-1	-1	-1	3	-1	-1	1	-1	-1	-1	3	1	2	4	1	3	1	1	2	1	2	1	1	1	0	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	1	1	1	2	3	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	2	3	1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	5	4	4	3	2	2	3	4	4	4	4	4	2	4	3	2	2	3	7	2	-1	1	-1	-1	-1	-1	1	1	2	4	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	3.8	3.16666666666667	2.25	2	3	1	9	6	3	1	2	0	1	72	3	3	4	1	321100066	1	1	.941424839035447
3211000771	1	2	62	6	0	0	1	0	0	0	0	0	0	0	0	1	3	1	5	1	2	1	2	3	-1	-1	-1	4	-1	-1	2	-1	-1	-1	3	2	1	4	2	2	3	3	2	1	3	2	2	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	3	3	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	2	-1	4	3	2	2	-1	-1	-1	-1	2	2	3	3	3	-1	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	2	2	4	3	2	4	4	2	2	1	1	1	2	2	2	2	2	-1	1	1	6	2	-1	-1	-1	1	2	2	1	1	2	3	3	66	2	2	200	3	3	1	3	1	4	2	1	2	-1	-1	-1	-1	-1	-1	1	6	5	1	2.6	4.33333333333333	3.375	3	2	2	3	2	3	5	1	0	1	-1	5	1	6	4	321100077	1	1	1.34938706319126
3211000791	1	2	61	5	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	6	2	2	2	10	-1	-1	-1	-1	3	-1	-1	1	-1	-1	-1	1	3	1	2	2	2	2	2	2	2	3	2	2	1	0	1	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	4	1	2	2	1	3	3	2	-1	1	0	0	0	0	0	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	2	2	3	3	3	2	2	2	1	2	2	2	3	2	2	3	3	-1	2	-1	4	1	-1	-1	-1	1	1	2	9	1	9	4	-1	-1	-1	3	160	2	2	3	-1	-1	-1	-1	-1	-1	4	4	2	4	4	3	1	6	5	3	1.8	3.66666666666667	3.75	3	1	3	3	2	3	4	1	0	1	-1	5	2	3	3	321100079	1	1	.556988914530022
3211000901	1	2	73	3	0	0	0	0	0	0	0	0	1	0	0	1	2	1	3	5	2	1	1	2	-1	-1	-1	1	-1	-1	2	-1	-1	-1	2	7	1	3	1	3	2	2	1	2	1	2	2	1	1	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	3	3	2	1	1	3	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	3	1	2	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	4	2	5	4	2	2	1	3	2	2	1	4	1	1	2	1	2	4	5	7	1	2	1	-1	-1	-1	-1	1	1	1	2	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	2	2.4	4.16666666666667	1.875	3	1	1	9	6	3	4	2	0	8	72	1	1	4	1	321100090	1	1	1.28161189645372
3211000902	1	1	68	3	0	0	0	0	0	0	0	0	1	0	0	1	3	1	2	5	2	1	1	3	-1	-1	-1	1	-1	-1	1	-1	-1	-1	2	3	1	3	1	2	1	2	1	2	4	2	2	1	1	1	1	0	1	0	0	0	0	0	0	2	1	1	3	3	2	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	2	1	2	2	4	1	2	-1	-1	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3	4	5	3	1	1	4	1	1	1	2	1	1	9	1	4	9	2	-1	2	-1	2	1	-1	-1	-1	1	1	1	9	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	1.8	4.25	1.875	3	1	1	9	6	3	1	2	0	1	62	5	3	6	1	321100090	1	1	1.08245363932035
3211001001	1	1	63	3	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	4	2	1	2	2	-1	-1	-1	3	-1	-1	1	-1	-1	-1	4	1	1	2	2	2	1	1	1	3	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	1	1	2	2	1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	1	2	2	1	2	1	2	3	2	-1	0	0	0	0	1	0	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	2	3	3	3	1	2	2	2	2	1	2	3	2	2	2	3	-1	2	-1	2	2	-1	-1	-1	1	2	2	2	1	2	2	3	66	2	1	175	2	4	2	2	2	4	1	1	3	-1	-1	-1	-1	-1	-1	1	6	5	3	1.8	4	3.125	3	1	2	3	2	3	4	2	0	1	-1	5	1	7	2	321100100	1	1	.939448060188348
3211001011	1	2	56	1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	5	1	1	-1	2	1	-1	-1	-1	2	-1	-1	2	-1	-1	-1	3	1	1	3	1	3	3	3	2	3	5	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	1	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	3	1	1	2	3	1	2	-1	-1	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	4	4	4	5	1	1	1	1	1	1	1	1	1	1	5	1	5	1	3	7	1	2	4	2	-1	-1	-1	1	2	2	1	1	-1	5	-1	-1	-1	3	170	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	5	2	1	3.66666666666667	1.375	3	1	1	6	2	3	1	2	0	1	-1	1	1	7	5	321100101	1	1	.803976289740535
3211001012	1	1	55	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	5	1	1	-1	2	2	-1	-1	-1	3	-1	-1	2	-1	-1	-1	3	9	3	2	1	2	2	2	1	3	5	3	3	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	1	1	1	1	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	4	3	2	2	5	3	3	4	-1	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	5	5	2	1	1	1	2	1	1	1	4	2	2	2	2	1	3	7	2	-1	2	2	-1	-1	-1	1	2	2	1	1	1	5	2	56	2	3	350	1	4	6	3	2	4	1	1	1	-1	-1	-1	-1	-1	-1	1	5	5	3	1.2	3.83333333333333	1.125	3	1	1	3	2	3	1	2	0	1	-1	2	2	7	5	321100101	1	1	.720289652521601
3211001081	1	2	30	3	0	0	1	0	0	0	0	0	0	0	0	1	2	1	7	10	2	1	1	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	3	5	1	4	2	2	1	1	1	1	2	1	2	1	1	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	2	1	1	1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	2	3	1	1	2	3	3	3	-1	0	0	0	0	0	1	4	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	3	3	4	5	2	4	3	4	4	5	5	1	1	4	1	3	3	3	-1	2	-1	1	-1	-1	-1	-1	1	2	2	3	1	3	3	4	-1	2	2	100	2	3	2	2	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	2	2	3	4.2	3.83333333333333	3.375	3	3	2	3	2	3	6	2	0	1	-1	5	1	6	1	321100108	1	1	.91214177496033
3211001101	1	1	44	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	8	2	2	1	1	3	-1	-1	-1	3	-1	-1	1	-1	-1	-1	1	3	1	2	2	3	1	2	2	2	3	3	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	1	1	1	2	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	4	4	2	1	2	1	1	2	-1	2	0	0	0	0	0	1	5	5	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	3	2	4	3	2	3	2	4	2	2	4	1	1	2	1	3	4	3	5	2	-1	1	-1	-1	-1	-1	1	1	2	4	1	4	3	4	75	2	4	100	2	2	3	3	2	3	2	1	2	-1	-1	-1	-1	-1	-1	1	3	3	3	2.8	4	3.125	3	2	2	3	2	3	1	2	2	1	-1	1	1	6	1	321100110	1	1	.544326316340792
3211001102	1	2	51	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	3	2	1	-1	3	2	-1	-1	-1	2	-1	-1	1	-1	-1	-1	3	9	2	1	1	3	1	2	1	2	2	2	1	1	0	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	3	1	1	1	3	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	2	3	1	-1	0	0	0	1	1	0	4	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	2	2	2	1	1	1	1	1	2	2	5	2	2	2	4	4	2	-1	4	1	-1	-1	-1	1	3	2	9	1	9	3	3	68	1	2	200	2	2	2	3	2	3	2	2	2	-1	-1	-1	-1	-1	-1	1	4	4	3	1	3.5	2	2	1	1	3	2	3	1	2	2	2	-1	1	1	4	1	321100110	1	1	.899590518501289
3211001151	1	2	36	7	0	0	0	0	0	0	1	0	0	0	0	4	-1	-1	-1	4	2	2	10	-1	-1	-1	-1	5	-1	-1	2	-1	-1	-1	3	4	4	3	1	2	1	2	3	2	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	1	1	1	1	1	1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	4	4	4	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	1	5	4	5	2	4	4	4	3	4	4	1	1	3	3	3	4	1	-1	1	1	6	2	-1	-1	-1	2	-1	1	9	6	-1	4	-1	-1	-1	4	100	1	4	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	3	1	3.8	3.5	2.875	2	3	2	7	5	3	6	1	0	2	-1	5	5	-1	6	321100115	1	1	.980702647584736
3211001211	1	2	21	7	1	0	0	0	0	0	0	0	0	0	0	1	1	2	8	6	1	-1	2	3	-1	-1	-1	3	-1	-1	2	-1	-1	-1	3	4	2	5	1	2	2	3	2	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	3	3	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	4	4	-1	4	2	2	1	-1	-1	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	5	4	4	3	2	2	4	2	3	2	4	4	3	2	3	4	4	2	-1	2	-1	1	-1	-1	-1	-1	1	1	2	4	11	-1	3	-1	-1	-1	4	400	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	3	2.66666666666667	2	2	2	1	1	1	3	6	5	0	2	-1	5	5	7	1	321100121	1	1	2.2378124069015
3211001311	1	2	31	7	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	2	1	3	3	-1	-1	-1	2	-1	-1	2	-1	-1	-1	1	5	3	4	1	3	2	2	1	1	3	1	3	0	0	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	1	2	3	2	1	1	2	3	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	1	2	4	1	1	3	1	1	-1	2	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	4	4	3	2	2	2	4	4	3	2	4	4	4	4	5	4	4	3	-1	2	-1	1	-1	-1	-1	-1	1	3	2	4	1	4	2	-1	-1	-1	1	400	5	3	3	-1	-1	-1	-1	-1	-1	1	4	3	2	2	1	1	2	2	3	3.4	1.83333333333333	2.5	1	2	1	3	2	3	6	1	0	2	-1	5	3	2	1	321100131	1	1	1.39236655894017
3211001441	1	1	46	4	0	0	1	0	0	0	0	0	0	0	0	1	3	1	3	2	1	-1	2	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	8	3	5	3	1	3	1	3	2	3	5	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	1	1	3	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	3	2	2	1	2	1	3	-1	1	0	0	0	0	1	0	4	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	5	5	5	1	1	1	1	2	2	1	4	4	2	5	2	4	4	5	-1	2	-1	1	-1	-1	-1	-1	1	3	1	3	1	4	3	3	65	1	3	150	4	3	8	3	3	3	3	2	2	-1	-1	-1	-1	-1	-1	1	4	4	3	2	2.5	1.25	1	1	1	3	2	3	3	1	2	1	-1	5	3	4	1	321100144	2	2	.454740684615989
